dialogue_id,service,turn_index,speaker,utterance,act,slot,value
1_00000,Restaurants_2,3,SYSTEM,Please confirm your reservation at P.f. Chang's in Corte Madera at 12 pm for 2 on March 8th.,,time,
1_00000,Restaurants_2,3,SYSTEM,Please confirm your reservation at P.f. Chang's in Corte Madera at 12 pm for 2 on March 8th.,,date,
1_00000,Restaurants_2,6,USER,Could you try booking a table at Benissimo instead?,INFORM,restaurant_name,Benissimo
1_00000,Restaurants_2,6,USER,Could you try booking a table at Benissimo instead?,INFORM_INTENT,intent,ReserveRestaurant
1_00000,Restaurants_2,6,USER,Could you try booking a table at Benissimo instead?,,restaurant_name,
1_00000,Restaurants_2,7,SYSTEM,"Sure, please confirm your reservation at Benissimo Restaurant & Bar in Corte Madera at 12 pm for 2 on March 8th.",CONFIRM,restaurant_name,Benissimo Restaurant & Bar
1_00000,Restaurants_2,7,SYSTEM,"Sure, please confirm your reservation at Benissimo Restaurant & Bar in Corte Madera at 12 pm for 2 on March 8th.",CONFIRM,location,Corte Madera
1_00000,Restaurants_2,7,SYSTEM,"Sure, please confirm your reservation at Benissimo Restaurant & Bar in Corte Madera at 12 pm for 2 on March 8th.",CONFIRM,time,12 pm
1_00000,Restaurants_2,7,SYSTEM,"Sure, please confirm your reservation at Benissimo Restaurant & Bar in Corte Madera at 12 pm for 2 on March 8th.",CONFIRM,date,March 8th
1_00000,Restaurants_2,7,SYSTEM,"Sure, please confirm your reservation at Benissimo Restaurant & Bar in Corte Madera at 12 pm for 2 on March 8th.",CONFIRM,number_of_seats,2
1_00000,Restaurants_2,7,SYSTEM,"Sure, please confirm your reservation at Benissimo Restaurant & Bar in Corte Madera at 12 pm for 2 on March 8th.",,restaurant_name,
1_00000,Restaurants_2,7,SYSTEM,"Sure, please confirm your reservation at Benissimo Restaurant & Bar in Corte Madera at 12 pm for 2 on March 8th.",,location,
1_00000,Restaurants_2,7,SYSTEM,"Sure, please confirm your reservation at Benissimo Restaurant & Bar in Corte Madera at 12 pm for 2 on March 8th.",,time,
1_00000,Restaurants_2,7,SYSTEM,"Sure, please confirm your reservation at Benissimo Restaurant & Bar in Corte Madera at 12 pm for 2 on March 8th.",,date,
1_00000,Restaurants_2,9,SYSTEM,"Your reservation has been made. Unfortunately, they do not serve vegetarian options, although they are moderate priced.",INFORM,price_range,moderate
1_00000,Restaurants_2,9,SYSTEM,"Your reservation has been made. Unfortunately, they do not serve vegetarian options, although they are moderate priced.",INFORM,has_vegetarian_options,False
1_00001,Restaurants_2,0,USER,Can you book a table for me at the Ancient Szechuan for the 11th of this month at 11:30 am?,INFORM,restaurant_name,Ancient Szechuan
1_00001,Restaurants_2,0,USER,Can you book a table for me at the Ancient Szechuan for the 11th of this month at 11:30 am?,INFORM,time,11:30 am
1_00001,Restaurants_2,0,USER,Can you book a table for me at the Ancient Szechuan for the 11th of this month at 11:30 am?,INFORM,date,11th of this month
1_00001,Restaurants_2,0,USER,Can you book a table for me at the Ancient Szechuan for the 11th of this month at 11:30 am?,INFORM_INTENT,intent,ReserveRestaurant
1_00001,Restaurants_2,0,USER,Can you book a table for me at the Ancient Szechuan for the 11th of this month at 11:30 am?,,restaurant_name,
1_00001,Restaurants_2,0,USER,Can you book a table for me at the Ancient Szechuan for the 11th of this month at 11:30 am?,,time,
1_00001,Restaurants_2,0,USER,Can you book a table for me at the Ancient Szechuan for the 11th of this month at 11:30 am?,,date,
1_00001,Restaurants_2,2,USER,Can you book a table at the Butterfly restaurant in San Francisco?,INFORM,restaurant_name,Butterfly
1_00001,Restaurants_2,2,USER,Can you book a table at the Butterfly restaurant in San Francisco?,INFORM,location,San Francisco
1_00001,Restaurants_2,2,USER,Can you book a table at the Butterfly restaurant in San Francisco?,,restaurant_name,
1_00001,Restaurants_2,2,USER,Can you book a table at the Butterfly restaurant in San Francisco?,,location,
1_00001,Restaurants_2,3,SYSTEM,Please confirm that you need a table for 2 at the Butterfly Restaurant in San Francisco at 11:30 am on March 11th.,CONFIRM,restaurant_name,Butterfly Restaurant
1_00001,Restaurants_2,3,SYSTEM,Please confirm that you need a table for 2 at the Butterfly Restaurant in San Francisco at 11:30 am on March 11th.,CONFIRM,location,San Francisco
1_00001,Restaurants_2,3,SYSTEM,Please confirm that you need a table for 2 at the Butterfly Restaurant in San Francisco at 11:30 am on March 11th.,CONFIRM,time,11:30 am
1_00001,Restaurants_2,3,SYSTEM,Please confirm that you need a table for 2 at the Butterfly Restaurant in San Francisco at 11:30 am on March 11th.,CONFIRM,date,March 11th
1_00001,Restaurants_2,3,SYSTEM,Please confirm that you need a table for 2 at the Butterfly Restaurant in San Francisco at 11:30 am on March 11th.,CONFIRM,number_of_seats,2
1_00001,Restaurants_2,3,SYSTEM,Please confirm that you need a table for 2 at the Butterfly Restaurant in San Francisco at 11:30 am on March 11th.,,restaurant_name,
1_00001,Restaurants_2,3,SYSTEM,Please confirm that you need a table for 2 at the Butterfly Restaurant in San Francisco at 11:30 am on March 11th.,,location,
1_00001,Restaurants_2,3,SYSTEM,Please confirm that you need a table for 2 at the Butterfly Restaurant in San Francisco at 11:30 am on March 11th.,,time,
1_00001,Restaurants_2,3,SYSTEM,Please confirm that you need a table for 2 at the Butterfly Restaurant in San Francisco at 11:30 am on March 11th.,,date,
1_00001,Restaurants_2,5,SYSTEM,Your table has been booked successfully and they serve Asian cuisine.,INFORM,category,Asian
1_00001,Restaurants_2,5,SYSTEM,Your table has been booked successfully and they serve Asian cuisine.,,category,
1_00001,Restaurants_2,7,SYSTEM,Their prices are moderate and they have a user rating of 4.0.,INFORM,rating,4.0
1_00001,Restaurants_2,7,SYSTEM,Their prices are moderate and they have a user rating of 4.0.,INFORM,price_range,moderate
1_00001,Restaurants_2,7,SYSTEM,Their prices are moderate and they have a user rating of 4.0.,,rating,
1_00002,Restaurants_2,0,USER,"Can you check restaurants in Pacifica, I'm looking to make a reservation.",INFORM,location,Pacifica
1_00002,Restaurants_2,0,USER,"Can you check restaurants in Pacifica, I'm looking to make a reservation.",INFORM_INTENT,intent,ReserveRestaurant
1_00002,Restaurants_2,0,USER,"Can you check restaurants in Pacifica, I'm looking to make a reservation.",,location,
1_00002,Restaurants_2,2,USER,See if you can get one at Puerto 27 for 1:15 pm.,INFORM,restaurant_name,Puerto 27
1_00002,Restaurants_2,2,USER,See if you can get one at Puerto 27 for 1:15 pm.,INFORM,time,1:15 pm
1_00002,Restaurants_2,2,USER,See if you can get one at Puerto 27 for 1:15 pm.,,restaurant_name,
1_00002,Restaurants_2,2,USER,See if you can get one at Puerto 27 for 1:15 pm.,,time,
1_00002,Restaurants_2,3,SYSTEM,To verify: You would like a reseravation at Puerto 27 in Pacifica for 1:15 pm on March 1st for 2.,CONFIRM,restaurant_name,Puerto 27
1_00002,Restaurants_2,3,SYSTEM,To verify: You would like a reseravation at Puerto 27 in Pacifica for 1:15 pm on March 1st for 2.,CONFIRM,location,Pacifica
1_00002,Restaurants_2,3,SYSTEM,To verify: You would like a reseravation at Puerto 27 in Pacifica for 1:15 pm on March 1st for 2.,CONFIRM,time,1:15 pm
1_00002,Restaurants_2,3,SYSTEM,To verify: You would like a reseravation at Puerto 27 in Pacifica for 1:15 pm on March 1st for 2.,CONFIRM,date,March 1st
1_00002,Restaurants_2,3,SYSTEM,To verify: You would like a reseravation at Puerto 27 in Pacifica for 1:15 pm on March 1st for 2.,CONFIRM,number_of_seats,2
1_00002,Restaurants_2,3,SYSTEM,To verify: You would like a reseravation at Puerto 27 in Pacifica for 1:15 pm on March 1st for 2.,,restaurant_name,
1_00002,Restaurants_2,3,SYSTEM,To verify: You would like a reseravation at Puerto 27 in Pacifica for 1:15 pm on March 1st for 2.,,location,
1_00002,Restaurants_2,3,SYSTEM,To verify: You would like a reseravation at Puerto 27 in Pacifica for 1:15 pm on March 1st for 2.,,time,
1_00002,Restaurants_2,3,SYSTEM,To verify: You would like a reseravation at Puerto 27 in Pacifica for 1:15 pm on March 1st for 2.,,date,
1_00003,Restaurants_2,0,USER,I need to book a dinner reservation for a date. Help me reserve a table at a restaurant.,INFORM_INTENT,intent,ReserveRestaurant
1_00003,Restaurants_2,2,USER,"Something around 8 in the night should be fine. Oh, and look in the San Jose area.",INFORM,time,8 in the night
1_00003,Restaurants_2,2,USER,"Something around 8 in the night should be fine. Oh, and look in the San Jose area.",INFORM,location,San Jose
1_00003,Restaurants_2,2,USER,"Something around 8 in the night should be fine. Oh, and look in the San Jose area.",,time,
1_00003,Restaurants_2,2,USER,"Something around 8 in the night should be fine. Oh, and look in the San Jose area.",,location,
1_00003,Restaurants_2,4,USER,Let's try booking a table at Little Hunan.,INFORM,restaurant_name,Little Hunan
1_00003,Restaurants_2,4,USER,Let's try booking a table at Little Hunan.,,restaurant_name,
1_00003,Restaurants_2,5,SYSTEM,You wish to reserve a table for 2 at Little Hunan in San Jose on March 1st at 8 pm. Is that correct?,CONFIRM,restaurant_name,Little Hunan
1_00003,Restaurants_2,5,SYSTEM,You wish to reserve a table for 2 at Little Hunan in San Jose on March 1st at 8 pm. Is that correct?,CONFIRM,location,San Jose
1_00003,Restaurants_2,5,SYSTEM,You wish to reserve a table for 2 at Little Hunan in San Jose on March 1st at 8 pm. Is that correct?,CONFIRM,time,8 pm
1_00003,Restaurants_2,5,SYSTEM,You wish to reserve a table for 2 at Little Hunan in San Jose on March 1st at 8 pm. Is that correct?,CONFIRM,date,March 1st
1_00003,Restaurants_2,5,SYSTEM,You wish to reserve a table for 2 at Little Hunan in San Jose on March 1st at 8 pm. Is that correct?,CONFIRM,number_of_seats,2
1_00003,Restaurants_2,5,SYSTEM,You wish to reserve a table for 2 at Little Hunan in San Jose on March 1st at 8 pm. Is that correct?,,restaurant_name,
1_00003,Restaurants_2,5,SYSTEM,You wish to reserve a table for 2 at Little Hunan in San Jose on March 1st at 8 pm. Is that correct?,,location,
1_00003,Restaurants_2,5,SYSTEM,You wish to reserve a table for 2 at Little Hunan in San Jose on March 1st at 8 pm. Is that correct?,,time,
1_00003,Restaurants_2,5,SYSTEM,You wish to reserve a table for 2 at Little Hunan in San Jose on March 1st at 8 pm. Is that correct?,,date,
1_00003,Restaurants_2,8,USER,Okay. Try booking a table at Little Hunan again but make it at a quarter past 5 in the evening.,INFORM,time,quarter past 5 in the evening
1_00003,Restaurants_2,8,USER,Okay. Try booking a table at Little Hunan again but make it at a quarter past 5 in the evening.,INFORM_INTENT,intent,ReserveRestaurant
1_00003,Restaurants_2,8,USER,Okay. Try booking a table at Little Hunan again but make it at a quarter past 5 in the evening.,,time,
1_00003,Restaurants_2,9,SYSTEM,Booking a table at Little Hunan located in San Jose. The reservation is for 2 people on March 1st at 5:15 pm. Is that right?,CONFIRM,restaurant_name,Little Hunan
1_00003,Restaurants_2,9,SYSTEM,Booking a table at Little Hunan located in San Jose. The reservation is for 2 people on March 1st at 5:15 pm. Is that right?,CONFIRM,location,San Jose
1_00003,Restaurants_2,9,SYSTEM,Booking a table at Little Hunan located in San Jose. The reservation is for 2 people on March 1st at 5:15 pm. Is that right?,CONFIRM,time,5:15 pm
1_00003,Restaurants_2,9,SYSTEM,Booking a table at Little Hunan located in San Jose. The reservation is for 2 people on March 1st at 5:15 pm. Is that right?,CONFIRM,date,March 1st
1_00003,Restaurants_2,9,SYSTEM,Booking a table at Little Hunan located in San Jose. The reservation is for 2 people on March 1st at 5:15 pm. Is that right?,CONFIRM,number_of_seats,2
1_00003,Restaurants_2,9,SYSTEM,Booking a table at Little Hunan located in San Jose. The reservation is for 2 people on March 1st at 5:15 pm. Is that right?,,restaurant_name,
1_00003,Restaurants_2,9,SYSTEM,Booking a table at Little Hunan located in San Jose. The reservation is for 2 people on March 1st at 5:15 pm. Is that right?,,location,
1_00003,Restaurants_2,9,SYSTEM,Booking a table at Little Hunan located in San Jose. The reservation is for 2 people on March 1st at 5:15 pm. Is that right?,,time,
1_00003,Restaurants_2,9,SYSTEM,Booking a table at Little Hunan located in San Jose. The reservation is for 2 people on March 1st at 5:15 pm. Is that right?,,date,
1_00003,Restaurants_2,11,SYSTEM,"I was unable to book your table with those details. If you like, I can make a reservation for you at Little Hunan on March 1st at 5 pm for 2 people.",OFFER,restaurant_name,Little Hunan
1_00003,Restaurants_2,11,SYSTEM,"I was unable to book your table with those details. If you like, I can make a reservation for you at Little Hunan on March 1st at 5 pm for 2 people.",OFFER,number_of_seats,2
1_00003,Restaurants_2,11,SYSTEM,"I was unable to book your table with those details. If you like, I can make a reservation for you at Little Hunan on March 1st at 5 pm for 2 people.",OFFER,date,March 1st
1_00003,Restaurants_2,11,SYSTEM,"I was unable to book your table with those details. If you like, I can make a reservation for you at Little Hunan on March 1st at 5 pm for 2 people.",OFFER,time,5 pm
1_00003,Restaurants_2,11,SYSTEM,"I was unable to book your table with those details. If you like, I can make a reservation for you at Little Hunan on March 1st at 5 pm for 2 people.",,restaurant_name,
1_00003,Restaurants_2,11,SYSTEM,"I was unable to book your table with those details. If you like, I can make a reservation for you at Little Hunan on March 1st at 5 pm for 2 people.",,date,
1_00003,Restaurants_2,11,SYSTEM,"I was unable to book your table with those details. If you like, I can make a reservation for you at Little Hunan on March 1st at 5 pm for 2 people.",,time,
1_00003,Restaurants_2,15,SYSTEM,The user rating for Little Hunan is 3.9.,INFORM,rating,3.9
1_00003,Restaurants_2,15,SYSTEM,The user rating for Little Hunan is 3.9.,,rating,
1_00003,Restaurants_2,17,SYSTEM,I apologize but they do not have vegetarian dishes.,INFORM,has_vegetarian_options,False
1_00004,Restaurants_2,0,USER,Can you book a reservation for a restaurant at this evening 5:30?,INFORM,time,evening 5:30
1_00004,Restaurants_2,0,USER,Can you book a reservation for a restaurant at this evening 5:30?,INFORM_INTENT,intent,ReserveRestaurant
1_00004,Restaurants_2,0,USER,Can you book a reservation for a restaurant at this evening 5:30?,,time,
1_00004,Restaurants_2,2,USER,See if you can get a table at Mi Zacatecas.,INFORM,restaurant_name,Mi Zacatecas
1_00004,Restaurants_2,2,USER,See if you can get a table at Mi Zacatecas.,,restaurant_name,
1_00004,Restaurants_2,4,USER,It's in American Canyon.,INFORM,location,American Canyon
1_00004,Restaurants_2,4,USER,It's in American Canyon.,,location,
1_00004,Restaurants_2,5,SYSTEM,Please confirm the following: Book 1 table at Mi Zacatecas Family Restaurant in American Canyon for 2 at 5:30 pm on March 1st.,CONFIRM,restaurant_name,Mi Zacatecas Family Restaurant
1_00004,Restaurants_2,5,SYSTEM,Please confirm the following: Book 1 table at Mi Zacatecas Family Restaurant in American Canyon for 2 at 5:30 pm on March 1st.,CONFIRM,location,American Canyon
1_00004,Restaurants_2,5,SYSTEM,Please confirm the following: Book 1 table at Mi Zacatecas Family Restaurant in American Canyon for 2 at 5:30 pm on March 1st.,CONFIRM,time,5:30 pm
1_00004,Restaurants_2,5,SYSTEM,Please confirm the following: Book 1 table at Mi Zacatecas Family Restaurant in American Canyon for 2 at 5:30 pm on March 1st.,CONFIRM,date,March 1st
1_00004,Restaurants_2,5,SYSTEM,Please confirm the following: Book 1 table at Mi Zacatecas Family Restaurant in American Canyon for 2 at 5:30 pm on March 1st.,CONFIRM,number_of_seats,2
1_00004,Restaurants_2,5,SYSTEM,Please confirm the following: Book 1 table at Mi Zacatecas Family Restaurant in American Canyon for 2 at 5:30 pm on March 1st.,,restaurant_name,
1_00004,Restaurants_2,5,SYSTEM,Please confirm the following: Book 1 table at Mi Zacatecas Family Restaurant in American Canyon for 2 at 5:30 pm on March 1st.,,location,
1_00004,Restaurants_2,5,SYSTEM,Please confirm the following: Book 1 table at Mi Zacatecas Family Restaurant in American Canyon for 2 at 5:30 pm on March 1st.,,time,
1_00004,Restaurants_2,5,SYSTEM,Please confirm the following: Book 1 table at Mi Zacatecas Family Restaurant in American Canyon for 2 at 5:30 pm on March 1st.,,date,
1_00004,Restaurants_2,7,SYSTEM,The reservation has successfully been made. They serve Mexican food.,INFORM,category,Mexican
1_00004,Restaurants_2,7,SYSTEM,The reservation has successfully been made. They serve Mexican food.,,category,
1_00005,Restaurants_2,0,USER,I need to book a table at a restaurant.,INFORM_INTENT,intent,ReserveRestaurant
1_00005,Restaurants_2,2,USER,"I want it at 1:15 in the afternoon, please.",INFORM,time,1:15 in the afternoon
1_00005,Restaurants_2,2,USER,"I want it at 1:15 in the afternoon, please.",,time,
1_00005,Restaurants_2,4,USER,"I need a table at Saap Ver, in San Francisco.",INFORM,restaurant_name,Saap Ver
1_00005,Restaurants_2,4,USER,"I need a table at Saap Ver, in San Francisco.",INFORM,location,San Francisco
1_00005,Restaurants_2,4,USER,"I need a table at Saap Ver, in San Francisco.",,restaurant_name,
1_00005,Restaurants_2,4,USER,"I need a table at Saap Ver, in San Francisco.",,location,
1_00005,Restaurants_2,5,SYSTEM,"Please confirm the following information: Book a table at Saap Ver, in San Francisco at 1:15 PM on the day of March 1st. This is for a party of 2, correct?",CONFIRM,restaurant_name,Saap Ver
1_00005,Restaurants_2,5,SYSTEM,"Please confirm the following information: Book a table at Saap Ver, in San Francisco at 1:15 PM on the day of March 1st. This is for a party of 2, correct?",CONFIRM,location,San Francisco
1_00005,Restaurants_2,5,SYSTEM,"Please confirm the following information: Book a table at Saap Ver, in San Francisco at 1:15 PM on the day of March 1st. This is for a party of 2, correct?",CONFIRM,time,1:15 PM
1_00005,Restaurants_2,5,SYSTEM,"Please confirm the following information: Book a table at Saap Ver, in San Francisco at 1:15 PM on the day of March 1st. This is for a party of 2, correct?",CONFIRM,date,March 1st
1_00005,Restaurants_2,5,SYSTEM,"Please confirm the following information: Book a table at Saap Ver, in San Francisco at 1:15 PM on the day of March 1st. This is for a party of 2, correct?",CONFIRM,number_of_seats,2
1_00005,Restaurants_2,5,SYSTEM,"Please confirm the following information: Book a table at Saap Ver, in San Francisco at 1:15 PM on the day of March 1st. This is for a party of 2, correct?",,restaurant_name,
1_00005,Restaurants_2,5,SYSTEM,"Please confirm the following information: Book a table at Saap Ver, in San Francisco at 1:15 PM on the day of March 1st. This is for a party of 2, correct?",,location,
1_00005,Restaurants_2,5,SYSTEM,"Please confirm the following information: Book a table at Saap Ver, in San Francisco at 1:15 PM on the day of March 1st. This is for a party of 2, correct?",,time,
1_00005,Restaurants_2,5,SYSTEM,"Please confirm the following information: Book a table at Saap Ver, in San Francisco at 1:15 PM on the day of March 1st. This is for a party of 2, correct?",,date,
1_00006,Restaurants_2,0,USER,I'm looking to book a table. Can you try Triptych in SF?,INFORM,restaurant_name,Triptych
1_00006,Restaurants_2,0,USER,I'm looking to book a table. Can you try Triptych in SF?,INFORM,location,SF
1_00006,Restaurants_2,0,USER,I'm looking to book a table. Can you try Triptych in SF?,INFORM_INTENT,intent,ReserveRestaurant
1_00006,Restaurants_2,0,USER,I'm looking to book a table. Can you try Triptych in SF?,,restaurant_name,
1_00006,Restaurants_2,0,USER,I'm looking to book a table. Can you try Triptych in SF?,,location,
1_00006,Restaurants_2,2,USER,Give me 6:15 in the evening please.,INFORM,time,6:15 in the evening
1_00006,Restaurants_2,2,USER,Give me 6:15 in the evening please.,,time,
1_00006,Restaurants_2,3,SYSTEM,Here's what I heard: 2 people for a table at triptych in San Francisco at 6:15 pm on March 1st.,CONFIRM,restaurant_name,triptych
1_00006,Restaurants_2,3,SYSTEM,Here's what I heard: 2 people for a table at triptych in San Francisco at 6:15 pm on March 1st.,CONFIRM,location,San Francisco
1_00006,Restaurants_2,3,SYSTEM,Here's what I heard: 2 people for a table at triptych in San Francisco at 6:15 pm on March 1st.,CONFIRM,time,6:15 pm
1_00006,Restaurants_2,3,SYSTEM,Here's what I heard: 2 people for a table at triptych in San Francisco at 6:15 pm on March 1st.,CONFIRM,date,March 1st
1_00006,Restaurants_2,3,SYSTEM,Here's what I heard: 2 people for a table at triptych in San Francisco at 6:15 pm on March 1st.,CONFIRM,number_of_seats,2
1_00006,Restaurants_2,3,SYSTEM,Here's what I heard: 2 people for a table at triptych in San Francisco at 6:15 pm on March 1st.,,restaurant_name,
1_00006,Restaurants_2,3,SYSTEM,Here's what I heard: 2 people for a table at triptych in San Francisco at 6:15 pm on March 1st.,,location,
1_00006,Restaurants_2,3,SYSTEM,Here's what I heard: 2 people for a table at triptych in San Francisco at 6:15 pm on March 1st.,,time,
1_00006,Restaurants_2,3,SYSTEM,Here's what I heard: 2 people for a table at triptych in San Francisco at 6:15 pm on March 1st.,,date,
1_00006,Restaurants_2,4,USER,"No, wrong. Give me Friday next week instead.",INFORM,date,Friday next week
1_00006,Restaurants_2,4,USER,"No, wrong. Give me Friday next week instead.",,date,
1_00006,Restaurants_2,5,SYSTEM,"Sure, I have booking table at Triptych on March 8th.",CONFIRM,restaurant_name,Triptych
1_00006,Restaurants_2,5,SYSTEM,"Sure, I have booking table at Triptych on March 8th.",CONFIRM,date,March 8th
1_00006,Restaurants_2,5,SYSTEM,"Sure, I have booking table at Triptych on March 8th.",,restaurant_name,
1_00006,Restaurants_2,5,SYSTEM,"Sure, I have booking table at Triptych on March 8th.",,date,
1_00006,Restaurants_2,6,USER,"No, one more time. One person.",INFORM,number_of_seats,1
1_00006,Restaurants_2,7,SYSTEM,I have March 8th 1 person.,CONFIRM,date,March 8th
1_00006,Restaurants_2,7,SYSTEM,I have March 8th 1 person.,CONFIRM,number_of_seats,1
1_00006,Restaurants_2,7,SYSTEM,I have March 8th 1 person.,,date,
1_00006,Restaurants_2,9,SYSTEM,"Well, good news bad news. First they DO have vegetarian options at Triptych. Bad news, no availability at your preferred time. How about March 8th at 6 pm for 1?",INFORM,has_vegetarian_options,True
1_00006,Restaurants_2,9,SYSTEM,"Well, good news bad news. First they DO have vegetarian options at Triptych. Bad news, no availability at your preferred time. How about March 8th at 6 pm for 1?",OFFER,restaurant_name,Triptych
1_00006,Restaurants_2,9,SYSTEM,"Well, good news bad news. First they DO have vegetarian options at Triptych. Bad news, no availability at your preferred time. How about March 8th at 6 pm for 1?",OFFER,number_of_seats,1
1_00006,Restaurants_2,9,SYSTEM,"Well, good news bad news. First they DO have vegetarian options at Triptych. Bad news, no availability at your preferred time. How about March 8th at 6 pm for 1?",OFFER,date,March 8th
1_00006,Restaurants_2,9,SYSTEM,"Well, good news bad news. First they DO have vegetarian options at Triptych. Bad news, no availability at your preferred time. How about March 8th at 6 pm for 1?",OFFER,time,6 pm
1_00006,Restaurants_2,9,SYSTEM,"Well, good news bad news. First they DO have vegetarian options at Triptych. Bad news, no availability at your preferred time. How about March 8th at 6 pm for 1?",,restaurant_name,
1_00006,Restaurants_2,9,SYSTEM,"Well, good news bad news. First they DO have vegetarian options at Triptych. Bad news, no availability at your preferred time. How about March 8th at 6 pm for 1?",,date,
1_00006,Restaurants_2,9,SYSTEM,"Well, good news bad news. First they DO have vegetarian options at Triptych. Bad news, no availability at your preferred time. How about March 8th at 6 pm for 1?",,time,
1_00007,Restaurants_2,0,USER,I would like to make a reservation at a restaurant for half past 1 in the afternoon.,INFORM,time,half past 1 in the afternoon
1_00007,Restaurants_2,0,USER,I would like to make a reservation at a restaurant for half past 1 in the afternoon.,INFORM_INTENT,intent,ReserveRestaurant
1_00007,Restaurants_2,0,USER,I would like to make a reservation at a restaurant for half past 1 in the afternoon.,,time,
1_00007,Restaurants_2,2,USER,I would like a table at Left Bank.,INFORM,restaurant_name,Left Bank
1_00007,Restaurants_2,2,USER,I would like a table at Left Bank.,,restaurant_name,
1_00007,Restaurants_2,4,USER,I would like a restaurant in Larkspur.,INFORM,location,Larkspur
1_00007,Restaurants_2,4,USER,I would like a restaurant in Larkspur.,,location,
1_00007,Restaurants_2,5,SYSTEM,Booking a table at Left Bank Larkspur Brasserie in Larkspur for 2 people on March 1st at 1:30 pm.,CONFIRM,restaurant_name,Left Bank Larkspur Brasserie
1_00007,Restaurants_2,5,SYSTEM,Booking a table at Left Bank Larkspur Brasserie in Larkspur for 2 people on March 1st at 1:30 pm.,CONFIRM,location,Larkspur
1_00007,Restaurants_2,5,SYSTEM,Booking a table at Left Bank Larkspur Brasserie in Larkspur for 2 people on March 1st at 1:30 pm.,CONFIRM,time,1:30 pm
1_00007,Restaurants_2,5,SYSTEM,Booking a table at Left Bank Larkspur Brasserie in Larkspur for 2 people on March 1st at 1:30 pm.,CONFIRM,date,March 1st
1_00007,Restaurants_2,5,SYSTEM,Booking a table at Left Bank Larkspur Brasserie in Larkspur for 2 people on March 1st at 1:30 pm.,CONFIRM,number_of_seats,2
1_00007,Restaurants_2,5,SYSTEM,Booking a table at Left Bank Larkspur Brasserie in Larkspur for 2 people on March 1st at 1:30 pm.,,restaurant_name,
1_00007,Restaurants_2,5,SYSTEM,Booking a table at Left Bank Larkspur Brasserie in Larkspur for 2 people on March 1st at 1:30 pm.,,location,
1_00007,Restaurants_2,5,SYSTEM,Booking a table at Left Bank Larkspur Brasserie in Larkspur for 2 people on March 1st at 1:30 pm.,,time,
1_00007,Restaurants_2,5,SYSTEM,Booking a table at Left Bank Larkspur Brasserie in Larkspur for 2 people on March 1st at 1:30 pm.,,date,
1_00008,Restaurants_2,0,USER,I need to make a reservation for a restaurant in Oakland. The reservation should be for next Wednesday at 6:45 pm.,INFORM,time,6:45 pm
1_00008,Restaurants_2,0,USER,I need to make a reservation for a restaurant in Oakland. The reservation should be for next Wednesday at 6:45 pm.,INFORM,date,next Wednesday
1_00008,Restaurants_2,0,USER,I need to make a reservation for a restaurant in Oakland. The reservation should be for next Wednesday at 6:45 pm.,INFORM,location,Oakland
1_00008,Restaurants_2,0,USER,I need to make a reservation for a restaurant in Oakland. The reservation should be for next Wednesday at 6:45 pm.,INFORM_INTENT,intent,ReserveRestaurant
